drugbank_id	entity	smiles
DB02821	Compound::DB02821	C(CON)C(C(=O)O)N
DB02822	Compound::DB02822	C1=CC(=CC=C1CO)Br
DB02823	Compound::DB02823	C(C(=O)O)P(=O)(O)O
DB02824	Compound::DB02824	CC1=NC=C(C(=C1O)CNCC(=O)O)COP(=O)(O)O
DB02825	Compound::DB02825	CP(=O)=O
DB02827	Compound::DB02827	C1COC(C2=C1C(=C(S2)NC(=O)C(=O)O)C(=O)O)COC3=NS(=O)(=O)C4=CC=CC=C43
DB02828	Compound::DB02828	C(CC(=O)O)C(=O)CF
DB02829	Compound::DB02829	CC(=O)NC1=C(C=C(C=C1)C(=O)O)NC(=O)C[NH3+]
DB02830	Compound::DB02830	C1=CC=C(C=C1)CNC(=O)NC2=CC3=C(C=C2)C=CN3CCC(CO)N4C=C(N=C4)C(=O)N
DB02831	Compound::DB02831	OP(=O)(O)[O-]
DB02832	Compound::DB02832	CC1(C2=CC3=C(C(C(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=CC(=C1CCC(=O)O)[N-]2)[N-]5)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O)[N-]3)(C)CC(=O)O)CCC(=O)O)CC(=O)O.[Fe+4]
DB02833	Compound::DB02833	CC1=C(SC(=N1)N)C2=NC(=NC=C2)NC3=CC(=CC=C3)[N+](=O)[O-]
DB02834	Compound::DB02834	C1=CC(=C(C=C1F)OCC(=O)O)C(=O)NCC2=NC3=C(C(=CC(=C3S2)F)F)F
DB02835	Compound::DB02835	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)OP(=O)(O)O
DB02836	Compound::DB02836	C1=NC2=C(N1C3C4C(C(O3)COP(=O)(O)OP(=O)(O)O)OP(=O)(O4)O)N=C(NC2=O)N
DB02837	Compound::DB02837	C(C1C(C(C(C(O1)O)O)O)OS(=O)(=O)O)O
DB02838	Compound::DB02838	C1CC(=NC1)C(=O)O
DB02839	Compound::DB02839	C1=CC(=C(C=C1O)O)C(=O)O
DB02840	Compound::DB02840	CCC1=CC(=C(C=C1O)O)C2=NNC(=C2C3=CC4=C(C=C3)OCO4)C(=O)O
DB02841	Compound::DB02841	B(CNC(=O)C1=C(C=CC2=CC=CC=C21)OCC)(O)O
DB02842	Compound::DB02842	CN(C)CCCNC(=O)C1=CC=CC2=C(C3=CC=CC=C3N=C21)N
DB02843	Compound::DB02843	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O
DB02844	Compound::DB02844	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSC(=CCN)CCCCCN)O)O)N
DB02845	Compound::DB02845	C[P+](=O)O
DB02846	Compound::DB02846	C1C(NCS1)C(=O)O
DB02848	Compound::DB02848	CCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C4=CSC(=N4)CO)OCC
DB02849	Compound::DB02849	CC1=NC=C(C(=C1O)CNC2(CC2)C(=O)O)COP(=O)(O)O
DB02850	Compound::DB02850	CC1=C(C=CC(=C1C2=CC=C(C=C2)OC)S(=O)(=O)C)C(=O)C3=CNN(C3=O)C(C)(C)C
DB02851	Compound::DB02851	CC1(C2CCC1(C(=S)C2)C)C
DB02852	Compound::DB02852	CC(C=CC=C(C)C1CNC(C1CC(=O)O)C(=O)O)C(=O)O
DB02853	Compound::DB02853	C1CC(NC1)C(=O)O
DB02854	Compound::DB02854	CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)O
DB02855	Compound::DB02855	CCCNC(=O)C(CC(=O)NC(C(C)CC)C(=O)N1CCCC1C(=O)O)O
DB02856	Compound::DB02856	CCOC(=O)NC
DB02857	Compound::DB02857	C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(NC2=O)N
DB02858	Compound::DB02858	B(C1=CC(=CC=C1)NS(=O)(=O)C2=CC(=CS2)S(=O)(=O)C3=CC=CC=C3)(O)O
DB02859	Compound::DB02859	CC1C=CC(C(CCCCC(OC(=O)C(C2(C(C(C(C1O2)C)O)OC)O)C)C3=CC=CC=C3)OC)OC
DB02860	Compound::DB02860	CC1C(CC2(C(C(C(O2)C(CC(C(C)C(C(C)C=C(C)C(=CC=CC(=CC#N)C)C)O)O)OC)OP(=O)(O)O)(C)C)OC1CC=CC3=COC(=N3)C(C)CCNC(=O)C(C(C(COC)N(C)C)O)O)O
DB02861	Compound::DB02861	C1=CC(=CC=C1C(=O)NCC2=CC(=C(C(=C2)F)F)F)S(=O)(=O)N
DB02865	Compound::DB02865	C(C1C(C(C(C(O1)O)N)O)OP(=O)(O)O)O
DB02866	Compound::DB02866	CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)N
DB02867	Compound::DB02867	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O
DB02868	Compound::DB02868	CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(CC1(C8N6C)C(=O)N(C(=O)O1)CCCl)(C=CC9)CC)OC)C(=O)OC)O
DB02869	Compound::DB02869	C1=CC=C(C=C1)CCC(C=CS(=O)(=O)C2=CC=CC=C2)N
DB02870	Compound::DB02870	C=CCNC1=CC=CC=C1
DB02871	Compound::DB02871	CCCCC1CCS(=O)C1
DB02872	Compound::DB02872	CCOC1=C(C=CC(=C1)OC)C2=NC(C(N2C(=O)N3CCN(CC3)CCO)C4=CC=C(C=C4)Br)C5=CC=C(C=C5)Br
DB02873	Compound::DB02873	C1CN(CCN1)C2=CC(=C3CNC(=O)N(C3=C2)C4=C(C=CC=C4Cl)Cl)C5=C(C=C(C=C5)F)F
DB02875	Compound::DB02875	C1=CC2=C(C=C1C(=N)N)NC(=N2)C3=C(C=CC(=C3)F)O
DB02876	Compound::DB02876	C1=CC2=CC(=C(N2C=C1)NC(=C(CS(=O)[O-])C=CC(=O)N)C(=O)O)C=O
DB02877	Compound::DB02877	CC(=CC1=CC=C(C=C1)C(=O)O)C2=CC3=C(C=C2)C(CCC3(C)C)(C)C
DB02878	Compound::DB02878	C(CC(=O)O)C(CN)C(CCN)CC(=O)O
DB02879	Compound::DB02879	C(C1C(C(C(C(O1)O)OS(=O)(=O)O)OS(=O)(=O)O)O)O
DB02880	Compound::DB02880	CC(C1=CC=C(C=C1)Br)NC(=O)C2=C(C=CC(=C2)F)O
DB02883	Compound::DB02883	C1CC(OC1COP(=O)(O)O)N2C=CC(=NC2=O)N
DB02884	Compound::DB02884	C1CCC(CC1)CC(C(=O)O)N
DB02885	Compound::DB02885	C=C1C=NC(=NC1=N)C(F)(F)F
DB02887	Compound::DB02887	CC1=CN(C(=O)NC1=O)C2C=CC(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O
DB02888	Compound::DB02888	COC1=CC(=CC(=C1OC)OC)C(C(=O)N2CCCCC2C(=O)OC(CCCC3=CC=CC=C3)CCCC4=CN=CC=C4)(F)F
DB02889	Compound::DB02889	CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)NC3C=C(C(C(C3O)O)O)CO
DB02890	Compound::DB02890	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)O
DB02892	Compound::DB02892	C=C(CCCC(C(=O)O)N)C(=O)O
DB02893	Compound::DB02893	CSCCC(C(=O)O)N
DB02894	Compound::DB02894	CC1(OC2C3C(COC2(O1)COS(=O)(=O)N)OS(=O)(=O)O3)C
DB02895	Compound::DB02895	C=CCS(=O)CC=CS
DB02896	Compound::DB02896	CSC1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)O)O
DB02897	Compound::DB02897	CC(=O)OP(=O)(O)O
DB02898	Compound::DB02898	C1CC(=O)NC1COC2=NC(=NC3=C2NC=N3)N
DB02899	Compound::DB02899	CSCCC(C(=O)O)NC(=O)O
DB02900	Compound::DB02900	C(C1C(C(C(C(O1)O)O)O)O)OP(=O)(O)O
DB02901	Compound::DB02901	CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4O)C
DB02902	Compound::DB02902	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N
DB02903	Compound::DB02903	C1CN(CCN1CCCNC2=C(C(=O)C2=O)NCCNC(=O)OCC(COC(=O)NCCNC3=C(C(=O)C3=O)NCCCN4CCN(CC4)CCCNC(=O)C5=CC(=CC(=C5)OC6C(C(C(C(O6)CO)O)O)O)[N+](=O)[O-])N)CCCNC(=O)C7=CC(=CC(=C7)OC8C(C(C(C(O8)CO)O)O)O)[N+](=O)[O-]
DB02904	Compound::DB02904	C(C(CO)C(=O)O)N
DB02905	Compound::DB02905	C1=NC(=O)NC2=C1N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O
DB02906	Compound::DB02906	CC1C(=O)CC(C1(C)C)CC(O)O
DB02907	Compound::DB02907	C(=COP(=O)(O)O)N
DB02908	Compound::DB02908	C1=CC=C(C=C1)C(P(=O)(O)O)P(=O)(O)O
DB02909	Compound::DB02909	C1=CC=C(C(=C1)C2=CC=C(O2)C(=O)O)Cl
DB02910	Compound::DB02910	CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
DB02911	Compound::DB02911	C1C(NC2=C(N=C(N=C2N1)N)N)C3=CC=CC=C3
DB02912	Compound::DB02912	CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
DB02915	Compound::DB02915	CC1=C(SC(=N1)C)C2=NC(=NC=C2)NC3=CC=C(C=C3)C(F)(F)F
DB02917	Compound::DB02917	CN(C1=CC=C(C=C1)C(=O)NO)S(=O)(=O)C2=CC=C(S2)C3=CC=CC=N3
DB02918	Compound::DB02918	COC1=C(C=CC(=C1)C2=NNC(=O)C=C2)OC(F)F
DB02919	Compound::DB02919	CN(CC1=CC(=C(C(=C1)OC)OC)OC)C2=CC3=C(N=C(N=C3N=C2)N)N
DB02921	Compound::DB02921	CC1=CN(C(=O)NC1=O)C23CC2C(C(C3)O)CO
DB02923	Compound::DB02923	C1=CC=C(C=C1)C2=C(C(=CC=C2)O)O
DB02924	Compound::DB02924	CC(=C)C1CCC2(C(C1)O2)C
DB02925	Compound::DB02925	C1CCN(C1)C2=C(C(=CC(=C2)C(=O)O)S(=O)(=O)N)OC3=CC=CC=C3
DB02927	Compound::DB02927	CC(C(CCCCCC(=O)O)NC(=O)OP(=O)(O)O)N
DB02928	Compound::DB02928	C1=C(C(=CC(=C1N)O)O)CC(C(=O)O)N
DB02929	Compound::DB02929	COC1=CC2=C(C=C1)SCCN(C2)C(=O)CCN3CCC(CC3)CC4=CC=CC=C4
DB02930	Compound::DB02930	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=S)(O)O)O)O)N
DB02931	Compound::DB02931	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSCC(=O)NCCC4=CNC5=CC=CC=C54)O
DB02932	Compound::DB02932	CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O
DB02933	Compound::DB02933	CSCC1C(C(C(O1)N2C=CC3=C(N=CN=C32)N)O)O
DB02934	Compound::DB02934	CC1=C2C(=NC=N1)N(C=N2)C3C(C(C(O3)C(C)O)O)O
DB02935	Compound::DB02935	COCCOCCOC
DB02936	Compound::DB02936	CC1=C(C2=C(N1CC3=CC=CC=C3)C=CC(=C2)OCCCC(=O)O)CC(=O)N
DB02937	Compound::DB02937	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(C[As](=O)(O)O)O)O)O)N
DB02938	Compound::DB02938	CCCCCCC(=O)O
DB02940	Compound::DB02940	CC=C(C1=NC(CS1)C(=O)O)N
DB02941	Compound::DB02941	CC(C(CCCCCC(=O)O)CC(=O)O)N
DB02942	Compound::DB02942	C1(C(C(C(C(C1O)OP(=O)(O)O)O)OP(=O)(O)O)O)O
DB02943	Compound::DB02943	COC1=CC=C(C=C1)CSCC(C(=O)NCC(=O)O)NC(=O)CCCN
DB02945	Compound::DB02945	C1(C(C(OC(C1O)O)C(=O)O)O)O
DB02946	Compound::DB02946	CCC1(C(C1(Cl)Cl)C)C(=O)NC(C)C2=CC=C(C=C2)Cl
DB02947	Compound::DB02947	C1C(C(OC1N2C=NC3=C(N=C(N=C32)F)N)CO)O
DB02948	Compound::DB02948	C(CN(C=O)O)CP(=O)(O)O
DB02949	Compound::DB02949	CC1=C2C=C3C(C(=C([N-]3)C=C4C(=C(C(=CC5=C(C(=C([N-]5)C=C(C1C=C)[N-]2)C)CCC(=O)O)[N-]4)CCC(=O)O)C)C)C(=C)O.[Fe+4]
DB02950	Compound::DB02950	C1CNC(=O)C2=NC(=CC2C1C3=NC(=NC3=O)N)Br
DB02951	Compound::DB02951	C(C(=O)C(=O)O)O
DB02952	Compound::DB02952	CC(C)(C(=O)O)N
DB02953	Compound::DB02953	C1=CC=C(C=C1)CC(CS)C(=O)O
DB02954	Compound::DB02954	C(C(=O)O)N(C(=O)O)O
DB02955	Compound::DB02955	CCCCCCC(CC=CCCCCCCCC(=O)O)O
DB02956	Compound::DB02956	[S-]SSS[S-]
DB02958	Compound::DB02958	C[Se](=O)CCC(C(=O)O)N
DB02959	Compound::DB02959	C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N
DB02961	Compound::DB02961	CC(C(C(C(C=O)O)O)O)O
DB02962	Compound::DB02962	C1=CC=C2C(=C1)NC=N2
DB02963	Compound::DB02963	CS(=O)(=O)C1=CC=C(C=C1)NC2=CC(=NC3=CC=NN32)Cl
DB02964	Compound::DB02964	C(C1C(C(C(C2(O1)C(=O)NC(=S)N2)O)O)O)O
DB02965	Compound::DB02965	C(CC(C(=O)O)N)CNP(=O)(N)NS(=O)(=O)O
DB02966	Compound::DB02966	C1=C(C(=O)NC(=O)N1CC(C(=O)O)N)F
DB02967	Compound::DB02967	CCN1C(=O)C=CC1=O
DB02968	Compound::DB02968	CC1(C(NC(S1)C(C(=O)OCC(C(=O)[O-])N)N=C(CC2=CC=CC=C2)[O-])C(=O)O)C
DB02969	Compound::DB02969	CC1=C(SC=N1)CCO
DB02970	Compound::DB02970	CCCC1=CC=CC=C1N
DB02972	Compound::DB02972	CCC(CC1=CC=CC=C1)N
DB02973	Compound::DB02973	C1=CC(=CC=C1N=NC2=C3C=C(C=CC3=NC2=O)Br)S(=O)(=O)N
DB02974	Compound::DB02974	C1=CC(=CC=C1C2=CN=CN2)Cl
DB02975	Compound::DB02975	CC1=C2C(=O)NC(C3=NC(=C(S3)COC)C(=O)NCC(=O)NC(C4=NC(=CS4)C5=NC(=CS5)C6=C(C=CC(=N6)C7=NC(=CS7)C8=NC(CO8)C(=O)N9CCCC9C(=O)N)C3=NC(=CS3)C(=O)NC(C(=N2)S1)CC(=O)NC)C(C1=CC=CC=C1)O)C(C)C
DB02976	Compound::DB02976	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)F)O)O
DB02977	Compound::DB02977	CCCCCNC(C(CC1=CC(=C(C=C1)OCC(=O)O)C(=O)O)NC(C(CC2=CC=CC=C2)NC(O)OC(C)(C)C)O)O
DB02979	Compound::DB02979	CSC(=NCCCCCCCCCCCCCCNC(=N)SC)N
DB02980	Compound::DB02980	CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=S)(O)S)O
DB02981	Compound::DB02981	CCCCC(C(=O)O)NCC1=C(C(=NC=C1COP(=O)(O)O)C)O
DB02983	Compound::DB02983	C1=CC(=CC=C1S(=O)(=O)O)[Hg]
DB02984	Compound::DB02984	COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)SC)OC
DB02985	Compound::DB02985	C12=C(N=C(NC1=O)N)N=C(N2)I
DB02986	Compound::DB02986	C1=CSC(=C1)CNS(=O)(=O)C2=CC=C(S2)S(=O)(=O)N
DB02987	Compound::DB02987	C(C(C(=O)O)N)SCC(=O)N
DB02988	Compound::DB02988	C1=CC=C2C(=C1)C(=CN2)CC(=N)C(=O)O
DB02989	Compound::DB02989	CC(C)COC1=CC=CC(=C1O)C2=NC3=C(N2)C=C(C(=C3)C(=N)N)Cl
DB02990	Compound::DB02990	CCCCCCCCCCCCCCCC(=O)SCCNC(=O)C
DB02991	Compound::DB02991	CCSC(=NC1=CC=C(C=C1)C(F)(F)F)N
DB02992	Compound::DB02992	C(C(C(C(C(COP(=O)(O)O)O)O)O)O)NCP(=O)(O)O
DB02994	Compound::DB02994	C[As](=O)(C)O
DB02995	Compound::DB02995	C1CCC(CC1)[NH3+]
DB02996	Compound::DB02996	CC(C)CC(CS)C(=O)O
DB02998	Compound::DB02998	CC1(CCC2C1(C=CC3=C4CCC(=O)C=C4CCC23)C)O
DB02999	Compound::DB02999	C(C(C(=O)O)N)N1C(=O)NC(=O)O1
DB03000	Compound::DB03000	CC(CN1C=NC2=C(N=CN=C21)N)O
DB03003	Compound::DB03003	C(CC(=O)NC(CS(=O)(=O)O)C(=O)NCC(=O)O)C(C(=O)O)N
DB03005	Compound::DB03005	C1CCC2=NC3=CC=CC=C3C(=C2C1)NCCN4C(=CN=N4)CCCCCC[N+]5=C6C=C(C=CC6=C7C=CC(=CC7=C5C8=CC=CC=C8)N)N
DB03006	Compound::DB03006	C1=CC(=CC=C1N)[As](=O)(O)O
DB03008	Compound::DB03008	C(C1(C(C(C(C(O1)F)O)O)O)F)O
DB03009	Compound::DB03009	C1CCN(CC1)C(=O)CSC2=NC(=CC(=O)N2)C(F)(F)F
DB03010	Compound::DB03010	CC1CCCC2(C(O2)CC(OC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C
DB03011	Compound::DB03011	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=S)(O)S)O)O)N
DB03012	Compound::DB03012	C1=CC=C(C=C1)CC(C(=O)O)NS(=O)(=O)N
DB03013	Compound::DB03013	CC(=O)NC1C(C(C(OC1O)CO)OC2C(C(C(C(O2)CO)O)O)NC(=O)C)O
DB03015	Compound::DB03015	C1=NC(C2=C(N1)[N+](=CN2)C3C(C(C(O3)CO)O)O)O
DB03016	Compound::DB03016	C1=CC(=C(N=C1)C2=NC3=C(N2)C=C(C=C3)C(=N)N)O
DB03017	Compound::DB03017	CCCCCCCCCCCC(=O)O
DB03018	Compound::DB03018	CC1=C(C=C(C=C1)N)C
DB03019	Compound::DB03019	C1=CN=C(N=C1C2=C(SC(=C2)Cl)Cl)N
DB03020	Compound::DB03020	C1=C(C=[NH+]C=C1C(=O)N)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O
DB03021	Compound::DB03021	CC1CC(=O)CCCC(CC(=O)OC(C(C(CC=CC2=NC(=CO2)C3=NC(=CO3)C4=NC1=CO4)OC)C)CC(C(C)CCC(=O)C(C)C(C(C)C=CN(C)CO)OC(=O)C)OC)O
DB03022	Compound::DB03022	C(CN1C2=C(NC(=O)NC2=O)N(C1=O)CC(C(C(CO)O)O)O)COP(=O)(O)O
DB03023	Compound::DB03023	CC(C)(C)[N+]1=C2C(=C(N1)C3=CC=C(C=C3)Cl)C(=NC=N2)N
DB03024	Compound::DB03024	CC(CC1=CSC(=N1)N)C=O
DB03026	Compound::DB03026	C(C(=O)NO)OP(=O)(O)O
DB03028	Compound::DB03028	C1=CC=C2C(=C1)NC(=N2)C(=O)O
DB03030	Compound::DB03030	CC1=CC=C(C=C1)CN2C=C(N=C2)C3=CC=CS3
DB03031	Compound::DB03031	CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)NCCCCCCCCNC(=O)C34CC5CC(C3)CC(C5)C4
DB03032	Compound::DB03032	CCCCCCCCSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N
DB03033	Compound::DB03033	COC1=CC=C(C=C1)S(=O)[O-]
DB03034	Compound::DB03034	CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
DB03035	Compound::DB03035	C1=CC2=C(C(=C1)O)C(=O)C3=C(C=CC(=C3C2=O)[N+](=O)[O-])O
DB03037	Compound::DB03037	C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC(=C3O)CC(=O)O
DB03038	Compound::DB03038	C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)NC(CCC4=NNN=N4)C(=O)O
DB03039	Compound::DB03039	C1=CC(=CC=C1C(=O)NCC2=C(C=CC(=C2)F)F)S(=O)(=O)N
DB03040	Compound::DB03040	C(C(=O)O)N(CC(=O)O)CC(=O)O
DB03041	Compound::DB03041	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)C(=O)O)O)O)O)O)O
DB03042	Compound::DB03042	C(C(C(C(C(=O)O)O)O)O)OP(=O)(O)O
DB03043	Compound::DB03043	C1=C[Se]C2=C1C(=CN2)CC(C(=O)O)N
DB03044	Compound::DB03044	CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5
DB03045	Compound::DB03045	CC(=O)OCCNC(=O)CCNC(=O)C(C(C)(C)COC(=O)C(C)(C)C)O
DB03046	Compound::DB03046	COC1=C(C2=C(C=CC(=C2)C(=N)N)C=C1)C3=CN(N=C3)S(=O)(=O)C
DB03048	Compound::DB03048	C1=C(NC(=O)NC1=O)CC(=O)O
DB03049	Compound::DB03049	C(C(C(=O)O)N)S[Se]
DB03051	Compound::DB03051	C1CC(OC1)C(=O)O
DB03052	Compound::DB03052	C1=CC(=CC=C1C(=O)O)OCCN2C=CN=C2
DB03053	Compound::DB03053	C1CC1(N)P(=O)(O)[O-]
DB03056	Compound::DB03056	C1CCN(CC1)C2CCNCC2
DB03057	Compound::DB03057	C(C=O)C=O
DB03058	Compound::DB03058	C1=CC=C(C(=C1)CO)N
DB03059	Compound::DB03059	CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
DB03060	Compound::DB03060	CC1=C2C(=NC(=NC2=NC=C1C=CC3=C(C=CC(=C3)OC)OC)N)N
DB03061	Compound::DB03061	CCCCCC(C)NC=O
DB03062	Compound::DB03062	CC1=C(OC2=C1C(=CC=C2)OCCCNCC3=CN=CC=C3)C(=O)C4=NC=CN4C
DB03063	Compound::DB03063	COC1=CC(=CC(=C1OCC2=CC=CC=C2)OC)C(=O)NC(CC3=CC=CC=C3)C(CN(CCC4CCC5C(C4)OCO5)C(=O)CCN6C(=O)C7=CC=CC=C7C6=O)O
DB03064	Compound::DB03064	CCCCCCCCCCC1=C(C(=O)NC1=O)O
DB03065	Compound::DB03065	C1=CC2=CN(N=C2C(=C1)[N+](=O)[O-])C(=N)N
DB03066	Compound::DB03066	CC(C(=O)O)O
DB03067	Compound::DB03067	C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)NC2=CC(=C(C=C2)OC3=CC(=C(C=C3)C(=O)O)C(=O)O)NC(=O)C4=CC(=CC=C4)[N+](=O)[O-]
DB03068	Compound::DB03068	C1=CN(C(=O)N=C1)C2C(C(C(O2)CO)O)O
DB03069	Compound::DB03069	C1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=NC3=O)N)O)O)O)O)O
DB03070	Compound::DB03070	C1=C(N=C([Se]1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N
DB03072	Compound::DB03072	CC1=C2C(=CC=C1)C(=O)NC(=N2)CCCN3CCC(=CC3)C4=CC=C(C=C4)F
DB03073	Compound::DB03073	COC1=CC=CC(=C1)C(=O)N
DB03074	Compound::DB03074	C1=C(C2=C(N1)N=C(NC2=O)N)C#N
DB03075	Compound::DB03075	N(P(=O)(O)O)P(=O)(O)OP(=O)(O)O
DB03076	Compound::DB03076	CNC(=O)C1=CC=CC(=C1)CN2C(C(C(C(N(S2(=O)=O)CC3=CC=CC=C3)COC4=CC=CC=C4)O)O)COC5=CC=CC=C5
DB03077	Compound::DB03077	CCCOCCOCCOCCCNC1=C(C(=O)C1=O)N
DB03078	Compound::DB03078	C1=CC=C(C=C1)COP(=O)(O)OC2=CC=CC=C2C=O
DB03079	Compound::DB03079	C1=CC=C2C(=C1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O
DB03081	Compound::DB03081	CC1=CC(=C(C(=C1S(=O)(=O)NC(CC(=O)O)C(=O)NC(CC2=CC=C(C=C2)C(=N)N)C(=O)N3CCCCC3)C)C)OC
DB03082	Compound::DB03082	C1=CN=C(N=C1)NC2=C3C=C(C=CC3=CC(=C2)C(=O)NC4=CC=C(C=C4)CN)C(=N)N
DB03083	Compound::DB03083	COC1=CC(=C(C(=C1)OC)C=C2C3=CC=CC=C3NC2=O)OC
DB03084	Compound::DB03084	CCCN1C(=NC(=C1C2=NC(=NC=C2)NC3CC3)C4=CC(=C(C=C4)Cl)Cl)C5CCN(CC5)C
DB03085	Compound::DB03085	C(C(=O)O)O
DB03086	Compound::DB03086	CC1=CC=C(C=C1)NNC(=O)C(C(CC2CCCCC2)N)O
DB03087	Compound::DB03087	CCC(C)C1=NC=CS1
DB03088	Compound::DB03088	C1CC(=O)NC1C(=O)O
DB03090	Compound::DB03090	CCCCC(C(=O)O)N1CCNC(C1=O)CC2=CC=CC=C2
DB03091	Compound::DB03091	C(CC(=O)O)C(C(=O)N)N
DB03092	Compound::DB03092	C1=C(C(C(C(C1O)O)O)O)CO
DB03093	Compound::DB03093	COC1=CC(=C(C=C1)OC)CC2=NC3=NC(=NC(=C3N2)N)F
DB03095	Compound::DB03095	C[N+](C)(C)C
DB03096	Compound::DB03096	C1COCCN1CCN
DB03097	Compound::DB03097	CC1=NC=C(C(=C1O)CNC2=CONC2=O)COP(=O)(O)O
DB03098	Compound::DB03098	C[Se]CC(=O)[O-]
DB03100	Compound::DB03100	C1=CC2=C(C=C1[N+](=O)[O-])NN=C2
DB03101	Compound::DB03101	C(C1C(C(C(O1)OP(=O)(O)O)O)O)O
DB03102	Compound::DB03102	C1COCC2=C1C(=C(S2)NC(=O)C(=O)O)C(=O)O
DB03103	Compound::DB03103	CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)O)O
DB03104	Compound::DB03104	CC(=O)NC(=CC1=CC(=C(C=C1)CC(=O)O)C=O)C(=O)NC2CCCCN(C2=O)CC3=CC=C(C=C3)C4=CC=CC=C4
DB03106	Compound::DB03106	C1(C(C(C(C(C1O)O)O)O)O)O
DB03107	Compound::DB03107	C(CN)C(=O)O
DB03108	Compound::DB03108	C(C(C(C(=O)O)O)O)OP(=O)(O)O
DB03109	Compound::DB03109	CC(=O)NC1C(C(C(OC1O)CO)O)O
DB03110	Compound::DB03110	C1=CC=C(C(=C1)O)Cl
DB03111	Compound::DB03111	C(C1C(C(C(C(O1)OP(=O)(O)O)N)O)O)O
DB03112	Compound::DB03112	C1C2C(C(S1)CCCCCC(=O)O)NC(=O)N2
